"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
22154,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",90,"Cobquecura","","","Comuna","Municipality"
22155,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",91,"Coelemu","","","Comuna","Municipality"
22156,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",92,"Coihueco","","","Comuna","Municipality"
22157,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",93,"El Carmen","","","Comuna","Municipality"
22158,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",94,"Ninhue","","","Comuna","Municipality"
22159,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",95,"Niquen","","","Comuna","Municipality"
22160,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",96,"Pemuco","","","Comuna","Municipality"
22161,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",97,"Pinto","","","Comuna","Municipality"
22162,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",98,"Portezuelo","","","Comuna","Municipality"
22163,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",99,"Quillon","","","Comuna","Municipality"
22164,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",100,"Quirihue","","","Comuna","Municipality"
22165,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",101,"Ranquil","","","Comuna","Municipality"
22166,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",102,"San Carlos","","","Comuna","Municipality"
22167,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",103,"San Fabian","","","Comuna","Municipality"
22168,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",104,"San Ignacio","","","Comuna","Municipality"
22169,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",105,"San Nicolas","","","Comuna","Municipality"
22170,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",106,"Trehuaco","","","Comuna","Municipality"
22171,47,"CHL","Chile",5,"Bío-Bío",16,"Ñuble",107,"Yungay","","","Comuna","Municipality"
22172,47,"CHL","Chile",6,"Coquimbo",17,"Choapa",108,"Illapel","","","Comuna","Municipality"
22173,47,"CHL","Chile",6,"Coquimbo",17,"Choapa",109,"Los Vilos","","","Comuna","Municipality"
22174,47,"CHL","Chile",6,"Coquimbo",17,"Choapa",110,"Mincha","","","Comuna","Municipality"
22175,47,"CHL","Chile",6,"Coquimbo",17,"Choapa",111,"Salamanca","","","Comuna","Municipality"
22176,47,"CHL","Chile",6,"Coquimbo",18,"Elqui",112,"Andacollo","","","Comuna","Municipality"
22177,47,"CHL","Chile",6,"Coquimbo",18,"Elqui",113,"Coquimbo","","","Comuna","Municipality"
22178,47,"CHL","Chile",6,"Coquimbo",18,"Elqui",114,"La Higuera","","","Comuna","Municipality"
22179,47,"CHL","Chile",6,"Coquimbo",18,"Elqui",115,"La Serena","","","Comuna","Municipality"
